"","FM_STRCP","FM_TYPE","FM_STRP","TELN_FLG","CURWRKN","TELCELN","FLNGINTV","F10DVYN","FDMEDYN","FHCDVYN","FHCHMYN","FHCPHRYN","FHOSP2YN","FNMEDYN","FSRUNOUT","FSLAST","FSBALANC","FLAADLYN","FLIADLYN","FWKLIMYN","FWALKYN","FREMEMYN","FANYLYN","HOUSEOWN","FSNAP","INCGRP4","INCGRP5","FSALYN","FSEINCYN","FSSRRYN","FPENSYN","FOPENSYN","FSSIYN","FTANFYN","FOWBENYN","FINTR1YN","FDIVDYN","FCHSPYN","FINCOTYN","FSSAPLYN","FSDAPLYN","FMEDBILL","FMEDBPAY","FSAF","FHICOVYN"
"19631",11,1,11,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1
"19632",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19633",11,1,11,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1
"19634",11,1,11,1,2,1,1,1,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19635",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19636",21,2,21,1,1,1,1,2,2,1,2,1,2,2,3,3,3,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1
"19637",44,4,44,1,2,1,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19638",11,1,11,1,1,1,1,2,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
"19639",42,4,43,1,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"19640",21,2,21,1,1,2,1,1,2,1,1,1,1,2,1,3,3,1,1,1,2,1,1,3,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1
"19641",22,2,22,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1
"19642",41,4,41,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1
"19644",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"19645",44,4,44,1,2,1,1,2,2,1,1,2,2,2,3,3,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1
"19646",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"19648",41,4,41,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19649",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1
"19650",11,1,11,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1
"19651",23,2,23,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1
"19653",31,3,31,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19654",23,2,23,1,1,1,1,1,2,1,2,2,1,2,3,3,2,2,2,1,1,2,1,3,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1
"19655",23,2,23,1,2,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19656",42,4,43,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1
"19657",21,2,21,1,1,1,1,1,2,1,2,1,2,2,3,3,3,2,2,1,2,2,1,1,2,4,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"19659",21,2,21,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,1,1,1,1,2,2,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1
"19660",23,2,23,1,2,1,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2
"19661",21,2,21,1,1,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19662",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19663",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1
"19665",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1
"19667",41,4,41,1,1,2,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"19668",21,2,21,1,2,1,1,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19669",45,4,45,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1
"19670",21,2,21,1,2,1,1,2,2,1,2,1,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"19671",11,1,11,1,2,1,1,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"19672",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19673",21,2,21,1,2,1,1,1,2,2,1,1,1,2,3,3,3,1,1,1,1,2,1,2,2,4,3,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1
"19674",21,2,21,1,1,1,1,1,1,2,2,2,1,1,3,3,3,2,1,1,2,2,1,1,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1
"19676",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"19678",12,1,12,1,2,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19679",41,4,41,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19681",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19682",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19683",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19684",23,2,23,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1
"19685",22,2,22,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"19686",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,2,3,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1
"19687",23,2,23,1,1,1,1,1,2,1,2,2,1,2,3,3,3,2,1,1,2,2,1,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"19688",41,4,41,1,2,1,1,1,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"19689",42,4,43,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19690",41,4,41,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19691",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19692",21,2,21,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1
"19694",11,1,11,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19695",21,2,21,1,2,1,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19696",44,4,44,1,2,1,1,2,1,2,2,2,2,1,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"19697",23,2,23,1,1,1,1,2,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1
"19698",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19699",21,2,21,1,2,1,1,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1
"19700",21,2,21,1,1,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19701",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19702",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"19703",41,4,41,1,1,1,1,1,2,1,2,1,2,2,3,3,3,1,1,1,2,1,1,3,2,4,3,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"19704",44,4,44,1,1,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1
"19705",21,2,21,1,2,1,1,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19706",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"19708",21,2,21,1,1,1,1,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19709",23,2,23,1,2,1,2,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1
"19711",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
"19713",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19714",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
"19715",44,4,44,1,1,1,1,2,1,2,2,2,2,1,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"19716",23,2,23,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,1,1,2,2,1,1,2,5,4,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1
"19718",11,1,11,1,2,1,1,1,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19720",11,1,11,1,1,1,1,2,2,2,2,1,2,2,3,3,3,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"19721",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19722",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19724",21,2,21,1,1,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"19725",42,4,43,1,2,1,1,1,2,2,2,2,1,2,3,3,3,2,2,2,2,2,1,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19726",44,4,44,1,2,1,1,1,2,1,2,1,1,2,3,3,3,2,1,1,2,2,1,1,1,5,4,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1
"19727",41,4,41,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"19728",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19729",11,1,11,1,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"19730",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19731",44,4,44,1,1,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"19732",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1
"19733",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"19734",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19735",23,2,23,1,1,1,1,2,2,2,1,2,2,2,3,3,3,1,1,1,1,1,1,1,2,4,3,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1
"19736",21,2,21,1,1,2,1,2,2,1,2,2,2,2,3,3,3,2,2,2,1,2,1,1,2,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1
"19737",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,1,1,2,2,1,1,2,5,4,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1
"19738",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19739",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"19740",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19741",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19742",11,1,11,1,2,1,1,1,2,2,2,1,2,2,3,3,3,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1
"19743",31,3,31,1,2,1,1,2,2,1,2,2,2,2,3,1,3,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1
"19744",31,3,31,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1
"19745",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19746",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19747",23,2,23,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19748",11,1,11,1,1,1,1,2,2,2,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1
"19749",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"19750",41,4,41,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19751",41,4,41,1,2,2,1,1,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19752",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19753",11,1,11,1,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19754",11,1,11,1,2,1,1,1,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19755",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1
"19756",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19758",23,2,23,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19759",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"19760",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19761",44,4,44,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"19762",21,2,21,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19763",44,4,44,1,2,1,1,1,2,1,1,2,2,2,3,3,3,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1
"19764",11,1,11,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"19765",11,1,11,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19766",41,4,41,1,1,1,1,2,2,1,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"19767",11,1,11,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
"19768",41,4,41,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
"19770",21,2,21,1,2,1,1,1,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19771",41,4,41,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"19772",21,2,21,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"19774",41,4,41,1,2,1,3,2,1,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19776",11,1,11,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19777",21,2,21,1,2,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,1,2,1,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"19778",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19780",21,2,21,1,1,2,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,4,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19781",45,4,45,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,1,2,1,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1
"19782",41,4,41,1,1,1,1,1,2,1,2,1,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19783",23,2,23,1,1,1,1,2,2,2,2,2,1,2,3,3,3,2,2,1,2,1,1,2,2,4,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19786",41,4,41,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1
"19787",21,2,21,1,1,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1
"19789",41,4,41,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1
"19790",11,1,11,1,1,1,1,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19792",11,1,11,1,2,1,1,1,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"19793",11,1,11,1,2,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1
"19795",23,2,23,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"19796",11,1,11,1,1,1,1,1,2,2,2,2,2,2,3,3,3,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1
"19797",31,3,31,1,2,1,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1
"19799",11,1,11,1,2,1,1,1,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19800",42,4,43,1,2,1,1,1,1,1,2,2,1,1,2,3,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"19801",11,1,11,1,1,2,1,2,2,1,2,2,2,2,3,3,3,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1
"19802",23,2,23,1,2,1,1,2,1,2,2,1,2,1,2,3,3,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
